Compiled Terms [EAP database terms are in square brackets],Occurrence ID,Other References to this Occurrence,Taxon [in EA database this is taxon + Species],Common Name,[Kingdom],[Phylum],[Class],[Order],[Family],[Genus],Specific Epithet [species],Infraspecific Epithet [subspecies],Taxon Rank,"EA Cat number [in EA database, this is catalog+catalog extension]",[Collector Number],[UF#],[# Specimens],Organism ID,[Sex],"[Age] Value in Years [in EA database, all age info goes in one category = Age]",[Age] Life Stage,[Age] Age Remarks,Identified By,Year/Month/Day Identified,Identification Remarks,Collection Type,[Country],Country Code,State [also in EA database as Country/State],[County],Municipality [City],Locality [in EAP database as City/Modifier],Verbatim Locality,Land owner,Latitude,Longitude,Verbatim Coordinates [Latitude/Longitude],Geodetic Datum,Coordinate Uncertainty in Meters,Coordinate Precision,Minimum Elevation in Meters,Maximum Elevation in Meters,[Elevation],Elevation Accuracy,Minimum Depth in Meters,Maximum Depth in Meters,Verbatim Depth,Depth of Bottom in Meters,Minimum Distance Above Surface in Meters,Maximum Distance Above Surface in Meters,Georeference Protocol,Georeference Verified?,Location Remarks,"Collection Date [EAP database has only one date category, randomly used for whatever]",Accession Date,Standardized Collection Date,Material Sample ID,[Collector],Event Entered By,Habitat/Subhabitat/Substratum,Establishment Means,Sampling Protocol,Permit Information,[Specimen Location],[Data location],[on_loan],[time_stamp],Associated Taxa,Images,Reproductive Condition,Event Remarks,Occurrence Remarks,Additional Notes Available?,Body Portion,Side,Total Fresh Weight (g),Height (mm) [define?],Girth (mm) [girth at chest/heart],Skin weight (g),Weight of viscera (g),Total bone weight (g),TL (mm) [Total Length],TA (mm) [Tail Length],HF (mm) [Hind Foot Length],En (mm) [Ear Notch = Ear Length],"Astragalus Glm (greatest length of the medial side von den Driesch 1976), mm","Astragalus GLl, (greatest length of the lateral side, von den Driesch 1976), mm","Astragalus Dm (greatest depth of the medial side, von den Driesch 1976), mm","Astragalus Bd (greatest breadth of the distal end, von den Driesch 1976), mm","Astragalus Dl, (depth of the lateral side, von den Driesch 1976), mm","Astragalus AST3, intermediate length or minimum distance of the double trochlea in the proximal-distal direction (Wolverton 2007), mm","Calcaneus GL, (greatest length, von den Driesch, 1976), mm","Calcaneus GB, (greatest breadth, von den Driesch 1976), mm","Calcaneus CALD, (lateral depth, Purdue 1987), mm","Calcaneus Bc, mm","Calcaneus Dc, mm","Tibia GL, (greatest length, von den Driesch 1976), mm","Tibia Ll, (length of the lateral side, von den Driesch 1976 *note she says only in horses), mm","Tibia SD, (smallest breadth of the diaphysis, von den Driesch 1976), mm","Tibia Bp, (greatest breadth of the proximal end, von den Driesch 1976), mm","Tibia Bd, (greatest breadth of the distal end, von den Driesch 1976), mm","Tibia Dd, (greatest depth of the distal end, von den Driesch 1976), mm",Measurement Remarks,Measurements by,Measurement Date,Measurement Method,Measurement Accuracy
,529C3F04-D267-4596-92A2-4B03F7E38A02,UF 22574,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4708,SCWDS 85-70,UF22574,1,,F,1,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Raccoon Point, Lassiters",US NPS,25.989444,-80.9125,"25°59'22""N 80°54'45""W Raccoon Point Oil Wells http://wikimapia.org/1079408/Raccoon-Point-Oil-Wells",,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 12, 1985","Accession Date, June 14, 1985",6/12/1985,,M. Roelke [+SCDWS McCown/Daughter],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,permanent loan from Mammalogy?,,,,"non pregnant, non lactating",,,original field collection notes (SCDWS) and lab notes available,Astragalus,L,,,,,,,,,,,29.75,31.52,17.24,18.67,17.31,25.89,,,,,,,,,,,,,Samantha McCrane,19-Oct,"Tibia GL and LI taken with generic (Marathon-style) calipers, all others with Mitutoyo calipers. Left elements measured unless missing, side measured is noted.","For skeletal metrics, Mitutoyo 8in and 6in company reported caliper accuracy (excluding quantizing error): ±0.02mm (≤200mm), ±0.03mm (≤300mm), ±0.05mm (≤600mm), ±0.07mm (≤1000mm); measuring range: 0-1000mm, Resolution: 0.01mm or .0005""/0.01mm, Repeatability: 0.01mm. Generic brand [Marathon] 12 in company reported caliper accuracy: 0.02 mm/0.001 inch accuracy up to 100 mm, 0.03 mm/0.001 inch accuracy from 100 to 300 mm, measuring range: 0-300mm, 0.01 mm resolution."
,529C3F04-D267-4596-92A2-4B03F7E38A02,UF 22574,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4708,SCWDS 85-70,UF22574,1,,F,1,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Raccoon Point, Lassiters",US NPS,25.989444,-80.9125,"25°59'22""N 80°54'45""W Raccoon Point Oil Wells http://wikimapia.org/1079408/Raccoon-Point-Oil-Wells",,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 12, 1985","Accession Date, June 14, 1985",6/12/1985,,M. Roelke [+SCDWS McCown/Daughter],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,permanent loan from Mammalogy?,,,,"non pregnant, non lactating",,,original field collection notes (SCDWS) and lab notes available,Calcaneus,L,,,,,,,,,,,,,,,,,,20.29,23.69,,,,,,,,,,Samantha McCrane,19-Oct,"Tibia GL and LI taken with generic (Marathon-style) calipers, all others with Mitutoyo calipers. Left elements measured unless missing, side measured is noted.","For skeletal metrics, Mitutoyo 8in and 6in company reported caliper accuracy (excluding quantizing error): ±0.02mm (≤200mm), ±0.03mm (≤300mm), ±0.05mm (≤600mm), ±0.07mm (≤1000mm); measuring range: 0-1000mm, Resolution: 0.01mm or .0005""/0.01mm, Repeatability: 0.01mm. Generic brand [Marathon] 12 in company reported caliper accuracy: 0.02 mm/0.001 inch accuracy up to 100 mm, 0.03 mm/0.001 inch accuracy from 100 to 300 mm, measuring range: 0-300mm, 0.01 mm resolution."
,529C3F04-D267-4596-92A2-4B03F7E38A02,UF 22574,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4708,SCWDS 85-70,UF22574,1,,F,1,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Raccoon Point, Lassiters",US NPS,25.989444,-80.9125,"25°59'22""N 80°54'45""W Raccoon Point Oil Wells http://wikimapia.org/1079408/Raccoon-Point-Oil-Wells",,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 12, 1985","Accession Date, June 14, 1985",6/12/1985,,M. Roelke [+SCDWS McCown/Daughter],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,permanent loan from Mammalogy?,,,,"non pregnant, non lactating",,,original field collection notes (SCDWS) and lab notes available,Tibia,L,,,,,,,,,,,,,,,,,,,,,,,,15.24,,,,proximal and distal tibia unfused,Samantha McCrane,19-Oct,"Tibia GL and LI taken with generic (Marathon-style) calipers, all others with Mitutoyo calipers. Left elements measured unless missing, side measured is noted.","For skeletal metrics, Mitutoyo 8in and 6in company reported caliper accuracy (excluding quantizing error): ±0.02mm (≤200mm), ±0.03mm (≤300mm), ±0.05mm (≤600mm), ±0.07mm (≤1000mm); measuring range: 0-1000mm, Resolution: 0.01mm or .0005""/0.01mm, Repeatability: 0.01mm. Generic brand [Marathon] 12 in company reported caliper accuracy: 0.02 mm/0.001 inch accuracy up to 100 mm, 0.03 mm/0.001 inch accuracy from 100 to 300 mm, measuring range: 0-300mm, 0.01 mm resolution."
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,Carcass,n/a,37228,,780,2350,11570,1890,1400,,,,,,,,,,,,,,,,,,,,,,collector/EAP staff,"Carcass measurements presumably done on collection date, body portion weights at cataloging date.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin, viscera, bone [including marrow], and meat/fat/etc.]. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members.",Unknown for fresh carcass field weights and measures.
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,Tail,n/a,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,collector/EAP staff,"Carcass measurements presumably done on collection date, body portion weights at cataloging date.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin, viscera, bone [including marrow], and meat/fat/etc.]. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members.",Unknown for fresh carcass field weights and measures.
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,HindFoot,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collector/EAP staff,"Carcass measurements presumably done on collection date, body portion weights at cataloging date.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin, viscera, bone [including marrow], and meat/fat/etc.]. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members.",Unknown for fresh carcass field weights and measures.
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,Ear,unknown,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,collector/EAP staff,"Carcass measurements presumably done on collection date, body portion weights at cataloging date.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin, viscera, bone [including marrow], and meat/fat/etc.]. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members.",Unknown for fresh carcass field weights and measures.
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,Astragalus,L,,,,,,,,,,,34.24,34.88,20.48,22.8,19.39,28.38,,,,,,,,,,,,,Jessica King,19-Oct,"Tibia GL and LI taken with generic (Marathon-style) calipers, all others with Mitutoyo calipers. Left elements measured unless missing, side measured is noted.","For skeletal metrics, Mitutoyo 8in and 6in company reported caliper accuracy (excluding quantizing error): ±0.02mm (≤200mm), ±0.03mm (≤300mm), ±0.05mm (≤600mm), ±0.07mm (≤1000mm); measuring range: 0-1000mm, Resolution: 0.01mm or .0005""/0.01mm, Repeatability: 0.01mm. Generic brand [Marathon] 12 in company reported caliper accuracy: 0.02 mm/0.001 inch accuracy up to 100 mm, 0.03 mm/0.001 inch accuracy from 100 to 300 mm, measuring range: 0-300mm, 0.01 mm resolution."
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,Calcaneus,L,,,,,,,,,,,,,,,,,76.59,26.76,28.38,,,,,,,,,,Jessica King,19-Oct,"Tibia GL and LI taken with generic (Marathon-style) calipers, all others with Mitutoyo calipers. Left elements measured unless missing, side measured is noted.","For skeletal metrics, Mitutoyo 8in and 6in company reported caliper accuracy (excluding quantizing error): ±0.02mm (≤200mm), ±0.03mm (≤300mm), ±0.05mm (≤600mm), ±0.07mm (≤1000mm); measuring range: 0-1000mm, Resolution: 0.01mm or .0005""/0.01mm, Repeatability: 0.01mm. Generic brand [Marathon] 12 in company reported caliper accuracy: 0.02 mm/0.001 inch accuracy up to 100 mm, 0.03 mm/0.001 inch accuracy from 100 to 300 mm, measuring range: 0-300mm, 0.01 mm resolution."
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4709,SCWDS WTD-71 [prob 85-71],,1,,F,2,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",US NPS,26.216667,-81.316667,26° 13.060'N;81°19.569'W BIU Bear Island Grade from https://www.nps.gov/bicy/planyourvisit/upload/20140801-BIU-Trail-Details.pdf,,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 11, 1985","Accession Date, June 14, 1985",6/11/1985,,M. Roelke [+SCDWS Roof and Ramsey],,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,"non pregnant, lactating, had ~6-7mo fawn at side",,,original field collection notes (SCDWS) and lab notes available,Tibia,L,,,,,,,,,,,,,,,,,,,,,,,,19.8,,30.33,24.74,proximal tibia unfused,Jessica King,19-Oct,"Tibia GL and LI taken with generic (Marathon-style) calipers, all others with Mitutoyo calipers. Left elements measured unless missing, side measured is noted.","For skeletal metrics, Mitutoyo 8in and 6in company reported caliper accuracy (excluding quantizing error): ±0.02mm (≤200mm), ±0.03mm (≤300mm), ±0.05mm (≤600mm), ±0.07mm (≤1000mm); measuring range: 0-1000mm, Resolution: 0.01mm or .0005""/0.01mm, Repeatability: 0.01mm. Generic brand [Marathon] 12 in company reported caliper accuracy: 0.02 mm/0.001 inch accuracy up to 100 mm, 0.03 mm/0.001 inch accuracy from 100 to 300 mm, measuring range: 0-300mm, 0.01 mm resolution."
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4710,SCWDS 85-72,,1,,M,1,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island,  (Domfino? - near campground, E of main campground)",US NPS,26.232307,-81.2659078,"26.232307°, -81.2659078° Bear Island https://www.anyplaceamerica.com/directory/fl/collier-county-12021/islands/bear-island-278322/",,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 12, 1985","Accession Date, June 14, 1985",6/12/1985,,"M. Roelke [+SCDWS W. McCowan, Jim Daughter, Greg Smith]",,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,,[no note of antlers],,original field collection notes (SCDWS) and lab notes available,Carcass,n/a,34504,,710,2300,13093,1725,1390,,,,,,,,,,,,,,,,,,,,,,collector/EAP staff,"Carcass measurements presumably done on collection date, body portion weights at cataloging date.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin, viscera, bone [including marrow], and meat/fat/etc.]. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members.",Unknown for fresh carcass field weights and measures.
,,,Odocoileus virginianus,white tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,species,Z4710,SCWDS 85-72,,1,,M,1,,"age estimated in the field by collector, additional age estimates using dental eruption and fusion are available in the EAP archives",,,,skeleton,USA,USA,Florida,Collier,,Big Cypress,"Big Cypress, Bear Island,  (Domfino? - near campground, E of main campground)",US NPS,26.232307,-81.2659078,"26.232307°, -81.2659078° Bear Island https://www.anyplaceamerica.com/directory/fl/collier-county-12021/islands/bear-island-278322/",,,,,,,,,,,,,,,not georeferenced,,"Collection Date, June 12, 1985","Accession Date, June 14, 1985",6/12/1985,,"M. Roelke [+SCDWS W. McCowan, Jim Daughter, Greg Smith]",,,,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.",,FLMNH Environmental Archaeology Collections,,no,,,,,[no note of antlers],,original field collection notes (SCDWS) and lab notes available,Tail,n/a,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,collector/EAP staff,"Carcass measurements presumably done on collection date, body portion weights at cataloging date.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin, viscera, bone [including marrow], and meat/fat/etc.]. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members.",Unknown for fresh carcass field weights and measures.
